date,port,species,weight_kg,price_per_kg_usd
2024-03-03,Saint George's,lobster,36.8,29.57
2024-03-03,Saint George's,kingfish,72.4,10.86
2024-03-03,Saint George's,mahi mahi,68.0,11.76
2024-03-03,Saint George's,lionfish,12.0,5.86
2024-03-03,Saint George's,tuna,114.7,14.93
2024-03-03,Roseau,snapper,80.5,8.93
2024-03-03,Roseau,lobster,28.1,28.76
2024-03-03,Roseau,kingfish,72.6,12.02
2024-03-03,Roseau,mahi mahi,87.4,10.6
2024-03-03,Roseau,lionfish,4.1,6.87
2024-03-03,Roseau,tuna,132.6,14.22
2024-03-03,Saint John's,snapper,84.2,9.38
2024-03-03,Saint John's,lobster,25.1,30.22
2024-03-03,Saint John's,kingfish,55.0,10.21
2024-03-03,Saint John's,mahi mahi,70.2,12.06
2024-03-03,Saint John's,lionfish,10.7,4.89
2024-03-03,Saint John's,tuna,97.6,16.59
2024-03-04,Castries,snapper,112.6,6.7
2024-03-04,Castries,lobster,32.7,30.5
2024-03-04,Castries,kingfish,56.5,10.94
2024-03-04,Castries,mahi mahi,63.7,11.66
2024-03-04,Castries,lionfish,12.2,7.0
2024-03-04,Castries,tuna,100.0,12.6
2024-03-04,Soufriere,snapper,85.3,9.5
2024-03-04,Soufriere,lobster,36.7,30.17
2024-03-04,Soufriere,kingfish,47.3,10.33
2024-03-04,Soufriere,mahi mahi,80.4,10.65
2024-03-04,Soufriere,lionfish,10.7,6.91
2024-03-04,Soufriere,tuna,122.4,12.96
2024-03-04,Kingstown,snapper,76.0,8.39
2024-03-04,Kingstown,lobster,35.3,29.42
2024-03-04,Kingstown,kingfish,54.6,11.4
2024-03-04,Kingstown,mahi mahi,70.6,12.64
2024-03-04,Kingstown,lionfish,11.9,5.63
2024-03-04,Kingstown,tuna,104.7,13.94
2024-03-04,Saint George's,snapper,122.4,9.46
2024-03-04,Saint George's,lobster,25.4,28.49
2024-03-04,Saint George's,kingfish,57.0,11.59
2024-03-04,Saint George's,mahi mahi,53.2,13.37
2024-03-04,Saint George's,lionfish,11.6,7.26
2024-03-04,Saint George's,tuna,111.3,12.87
2024-03-04,Roseau,snapper,86.6,7.76
2024-03-04,Roseau,lobster,38.3,29.33
2024-03-04,Roseau,kingfish,67.1,9.65
2024-03-04,Roseau,mahi mahi,104.9,12.53
2024-03-04,Roseau,lionfish,10.5,6.4
2024-03-04,Roseau,tuna,140.3,15.54
2024-03-04,Saint John's,snapper,77.4,9.19
2024-03-04,Saint John's,lobster,30.3,28.48
2024-03-04,Saint John's,kingfish,56.6,9.81
2024-03-04,Saint John's,mahi mahi,68.3,11.28
2024-03-04,Saint John's,lionfish,6.4,6.99
2024-03-04,Saint John's,tuna,96.5,14.28
2024-03-05,Castries,snapper,93.9,11.32
2024-03-05,Castries,lobster,37.3,30.04
2024-03-05,Castries,kingfish,59.4,12.86
2024-03-05,Castries,mahi mahi,68.2,13.78
2024-03-05,Castries,lionfish,8.1,7.26
2024-03-05,Castries,tuna,115.2,13.74
2024-03-05,Soufriere,snapper,68.9,9.19
2024-03-05,Soufriere,lobster,27.3,30.55
2024-03-05,Soufriere,kingfish,70.8,11.24
2024-03-05,Soufriere,mahi mahi,72.9,13.89
2024-03-05,Soufriere,lionfish,15.3,3.54
2024-03-05,Soufriere,tuna,110.4,14.14
2024-03-05,Kingstown,snapper,72.7,9.17
2024-03-05,Kingstown,lobster,23.3,29.81
2024-03-05,Kingstown,kingfish,85.7,11.13
2024-03-05,Kingstown,mahi mahi,80.0,10.93
2024-03-05,Kingstown,lionfish,11.4,7.57
2024-03-05,Kingstown,tuna,105.0,16.35
2024-03-05,Saint George's,snapper,44.2,9.32
2024-03-05,Saint George's,lobster,31.8,28.74
2024-03-05,Saint George's,kingfish,76.5,11.51
2024-03-05,Saint George's,mahi mahi,57.7,12.89
2024-03-05,Saint George's,lionfish,11.5,5.78
2024-03-05,Saint George's,tuna,127.5,14.91
2024-03-05,Roseau,snapper,95.1,9.74
2024-03-05,Roseau,lobster,36.6,27.35
2024-03-05,Roseau,kingfish,77.6,10.44
2024-03-05,Roseau,mahi mahi,54.3,12.97
2024-03-05,Roseau,lionfish,13.0,4.24
2024-03-05,Roseau,tuna,101.0,15.34
2024-03-05,Saint John's,snapper,70.9,9.24
2024-03-05,Saint John's,lobster,20.6,30.93
2024-03-05,Saint John's,kingfish,83.6,10.59
2024-03-05,Saint John's,mahi mahi,44.0,11.04
2024-03-05,Saint John's,lionfish,12.5,5.64
2024-03-05,Saint John's,tuna,122.1,14.73
2024-03-06,Castries,snapper,73.5,8.16
2024-03-06,Castries,lobster,28.3,30.21
2024-03-06,Castries,kingfish,30.5,12.58
2024-03-06,Castries,mahi mahi,83.5,11.59
2024-03-06,Castries,lionfish,11.3,6.13
2024-03-06,Castries,tuna,109.5,12.84
2024-03-06,Soufriere,snapper,83.9,7.06
2024-03-06,Soufriere,lobster,34.9,30.93
2024-03-06,Soufriere,kingfish,65.1,11.14
2024-03-06,Soufriere,mahi mahi,68.5,10.91
2024-03-06,Soufriere,lionfish,9.3,4.85
2024-03-06,Soufriere,tuna,118.2,14.94
2024-03-06,Kingstown,snapper,94.5,8.3
2024-03-06,Kingstown,lobster,26.7,30.17
2024-03-06,Kingstown,kingfish,59.0,9.86
2024-03-06,Kingstown,mahi mahi,72.8,11.02
2024-03-06,Kingstown,lionfish,9.8,5.47
2024-03-06,Kingstown,tuna,95.6,12.24
2024-03-06,Saint George's,snapper,96.9,9.2
2024-03-06,Saint George's,lobster,35.7,28.2
2024-03-06,Saint George's,kingfish,58.3,12.22
2024-03-06,Saint George's,mahi mahi,85.9,11.34
2024-03-06,Saint George's,lionfish,11.7,6.13
2024-03-06,Saint George's,tuna,163.5,13.61
2024-03-06,Roseau,snapper,102.4,10.14
2024-03-06,Roseau,lobster,24.1,29.3
2024-03-06,Roseau,kingfish,80.2,10.63
2024-03-06,Roseau,mahi mahi,58.8,12.32
2024-03-06,Roseau,lionfish,9.3,4.23
2024-03-06,Roseau,tuna,130.5,15.16
2024-03-06,Saint John's,snapper,108.7,7.82
2024-03-06,Saint John's,lobster,38.0,30.88
2024-03-06,Saint John's,kingfish,75.4,11.1
2024-03-06,Saint John's,mahi mahi,92.3,12.79
2024-03-06,Saint John's,lionfish,8.9,4.86
2024-03-06,Saint John's,tuna,121.9,12.29
2024-04-07,Castries,snapper,126.0,7.92
2024-04-07,Castries,lobster,24.1,29.02
2024-04-07,Castries,kingfish,63.4,12.6
2024-04-07,Castries,mahi mahi,78.9,9.98
2024-04-07,Castries,lionfish,12.1,6.07
2024-04-07,Castries,tuna,157.0,14.98
2024-04-07,Soufriere,snapper,95.0,7.3
2024-04-07,Soufriere,lobster,29.2,31.75
2024-04-07,Soufriere,kingfish,65.5,10.87
2024-04-07,Soufriere,mahi mahi,88.7,13.2
2024-04-07,Soufriere,lionfish,11.5,5.42
2024-04-07,Soufriere,tuna,114.0,14.55
2024-04-07,Kingstown,snapper,80.8,7.85
2024-04-07,Kingstown,lobster,35.2,31.0
2024-04-07,Kingstown,kingfish,62.1,11.06
2024-04-07,Kingstown,mahi mahi,96.6,11.57
2024-04-07,Kingstown,lionfish,11.0,4.72
2024-04-07,Kingstown,tuna,82.9,15.19
2024-04-07,Saint George's,snapper,104.3,7.68
2024-04-07,Saint George's,lobster,33.6,32.05
2024-04-07,Saint George's,kingfish,60.8,9.24
2024-04-07,Saint George's,mahi mahi,86.5,12.48
2024-04-07,Saint George's,lionfish,13.0,5.14
2024-04-07,Saint George's,tuna,128.9,12.39
2024-04-07,Roseau,snapper,75.7,8.12
2024-04-07,Roseau,lobster,27.2,31.7
2024-04-07,Roseau,kingfish,53.4,10.64
2024-04-07,Roseau,mahi mahi,74.5,11.78
2024-04-07,Roseau,lionfish,6.9,5.18
2024-04-07,Roseau,tuna,82.3,14.61
2024-04-07,Saint John's,snapper,87.7,7.88
2024-04-07,Saint John's,lobster,19.9,30.19
2024-04-07,Saint John's,kingfish,72.7,8.44
2024-04-07,Saint John's,mahi mahi,47.6,11.7
2024-04-07,Saint John's,lionfish,13.4,6.59
2024-04-07,Saint John's,tuna,115.1,13.11
2024-04-08,Castries,snapper,90.7,9.15
2024-04-08,Castries,lobster,30.2,29.93
2024-04-08,Castries,kingfish,73.2,12.7
2024-04-08,Castries,mahi mahi,106.5,10.18
2024-04-08,Castries,lionfish,12.5,5.08
2024-04-08,Castries,tuna,102.8,11.66
2024-04-08,Soufriere,snapper,85.5,8.72
2024-04-08,Soufriere,lobster,29.7,29.28
2024-04-08,Soufriere,kingfish,68.4,9.65
2024-04-08,Soufriere,mahi mahi,81.4,11.85
2024-04-08,Soufriere,lionfish,10.2,5.3
2024-04-08,Soufriere,tuna,116.9,13.41
2024-04-08,Kingstown,snapper,89.8,9.76
2024-04-08,Kingstown,lobster,38.5,30.66
2024-04-08,Kingstown,kingfish,55.1,11.51
2024-04-08,Kingstown,mahi mahi,66.0,10.78
2024-04-08,Kingstown,lionfish,13.2,6.89
2024-04-08,Kingstown,tuna,119.6,13.92
2024-04-08,Saint George's,snapper,72.4,8.46
2024-04-08,Saint George's,lobster,36.0,31.56
2024-04-08,Saint George's,kingfish,50.2,11.64
2024-04-08,Saint George's,mahi mahi,57.5,14.29
2024-04-08,Saint George's,lionfish,11.6,5.73
2024-04-08,Saint George's,tuna,121.7,14.71
2024-04-08,Roseau,snapper,92.3,8.1
2024-04-08,Roseau,lobster,29.6,29.84
2024-04-08,Roseau,kingfish,82.7,11.58
2024-04-08,Roseau,mahi mahi,60.6,12.28
2024-04-08,Roseau,lionfish,13.9,7.5
2024-04-08,Roseau,tuna,100.0,13.11
2024-04-08,Saint John's,snapper,107.2,9.88
2024-04-08,Saint John's,lobster,42.9,30.29
2024-04-08,Saint John's,kingfish,79.5,12.03
2024-04-08,Saint John's,mahi mahi,91.6,13.13
2024-04-08,Saint John's,lionfish,12.6,7.55
2024-04-08,Saint John's,tuna,126.7,13.77
2024-04-09,Castries,snapper,97.0,7.08
2024-04-09,Castries,lobster,41.6,30.45
2024-04-09,Castries,kingfish,44.7,11.85
2024-04-09,Castries,mahi mahi,55.1,10.76
2024-04-09,Castries,lionfish,10.4,6.41
2024-04-09,Castries,tuna,86.3,13.48
2024-04-09,Soufriere,snapper,114.3,7.5
2024-04-09,Soufriere,lobster,41.5,31.02
2024-04-09,Soufriere,kingfish,59.6,9.36
2024-04-09,Soufriere,mahi mahi,63.2,10.8
2024-04-09,Soufriere,lionfish,10.6,5.5
2024-04-09,Soufriere,tuna,150.6,12.65
2024-04-09,Kingstown,snapper,132.2,8.97
2024-04-09,Kingstown,lobster,42.0,30.2
2024-04-09,Kingstown,kingfish,66.8,10.66
2024-04-09,Kingstown,mahi mahi,98.9,10.32
2024-04-09,Kingstown,lionfish,12.9,6.04
2024-04-09,Kingstown,tuna,90.9,13.97
2024-04-09,Saint George's,snapper,91.8,10.0
2024-04-09,Saint George's,lobster,42.0,29.54
2024-04-09,Saint George's,kingfish,62.6,12.62
2024-04-09,Saint George's,mahi mahi,63.9,12.17
2024-04-09,Saint George's,lionfish,13.3,6.38
2024-04-09,Saint George's,tuna,118.1,14.26
2024-04-09,Roseau,snapper,78.0,8.17
2024-04-09,Roseau,lobster,40.2,30.61
2024-04-09,Roseau,kingfish,49.8,11.71
2024-04-09,Roseau,mahi mahi,71.6,12.83
2024-04-09,Roseau,lionfish,12.3,5.52
2024-04-09,Roseau,tuna,55.7,14.68
2024-04-09,Saint John's,snapper,66.8,8.77
2024-04-09,Saint John's,lobster,47.9,30.12
2024-04-09,Saint John's,kingfish,54.8,11.33
2024-04-09,Saint John's,mahi mahi,77.5,13.71
2024-04-09,Saint John's,lionfish,11.0,4.85
2024-04-09,Saint John's,tuna,115.0,14.45
2024-04-10,Castries,snapper,62.9,8.24
2024-04-10,Castries,lobster,36.0,32.39
2024-04-10,Castries,kingfish,70.9,10.85
2024-04-10,Castries,mahi mahi,63.1,11.92
2024-04-10,Castries,lionfish,10.2,5.99
2024-04-10,Castries,tuna,82.9,13.25
2024-04-10,Soufriere,snapper,132.9,9.08
2024-04-10,Soufriere,lobster,52.6,29.64
2024-04-10,Soufriere,kingfish,60.3,10.37
2024-04-10,Soufriere,mahi mahi,90.6,12.42
2024-04-10,Soufriere,lionfish,8.6,5.62
2024-04-10,Soufriere,tuna,82.9,13.04
2024-04-10,Kingstown,snapper,85.5,8.04
2024-04-10,Kingstown,lobster,27.7,29.26
2024-04-10,Kingstown,kingfish,68.0,12.32
2024-04-10,Kingstown,mahi mahi,100.5,11.52
2024-04-10,Kingstown,lionfish,8.5,5.98
2024-04-10,Kingstown,tuna,125.0,15.12
2024-04-10,Saint George's,snapper,118.7,8.79
2024-04-10,Saint George's,lobster,31.0,29.84
2024-04-10,Saint George's,kingfish,36.3,11.91
2024-04-10,Saint George's,mahi mahi,67.8,11.83
2024-04-10,Saint George's,lionfish,14.1,7.13
2024-04-10,Saint George's,tuna,110.7,13.91
2024-04-10,Roseau,snapper,91.5,8.56
2024-04-10,Roseau,lobster,40.1,29.03
2024-04-10,Roseau,kingfish,49.1,10.08
2024-04-10,Roseau,mahi mahi,60.9,12.63
2024-04-10,Roseau,lionfish,10.4,6.44
2024-04-10,Roseau,tuna,99.2,15.32
2024-04-10,Saint John's,snapper,60.8,7.72
2024-04-10,Saint John's,lobster,28.1,31.65
2024-04-10,Saint John's,kingfish,49.7,11.72
2024-04-10,Saint John's,mahi mahi,83.9,10.18
2024-04-10,Saint John's,lionfish,14.4,5.66
2024-04-10,Saint John's,tuna,104.6,14.08
2024-04-11,Castries,snapper,102.7,9.98
2024-04-11,Castries,lobster,37.9,30.24
2024-04-11,Castries,kingfish,84.4,11.23
2024-04-11,Castries,mahi mahi,70.8,11.23
2024-04-11,Castries,lionfish,9.3,6.24
2024-04-11,Castries,tuna,118.6,16.18
2024-04-11,Soufriere,snapper,94.2,8.8
2024-04-11,Soufriere,lobster,47.1,28.63
2024-04-11,Soufriere,kingfish,58.3,12.25
2024-04-11,Soufriere,mahi mahi,58.7,11.89
2024-04-11,Soufriere,lionfish,10.0,5.95
2024-04-11,Soufriere,tuna,137.7,12.11
2024-04-11,Kingstown,snapper,64.6,9.32
2024-04-11,Kingstown,lobster,40.3,30.22
2024-04-11,Kingstown,kingfish,60.1,9.98
2024-04-11,Kingstown,mahi mahi,70.9,13.07
2024-04-11,Kingstown,lionfish,11.0,6.36
2024-04-11,Kingstown,tuna,104.1,13.5
2024-04-11,Saint George's,snapper,81.7,10.92
2024-04-11,Saint George's,lobster,28.2,29.71
2024-04-11,Saint George's,kingfish,55.0,9.59
2024-04-11,Saint George's,mahi mahi,81.4,11.54
2024-04-11,Saint George's,lionfish,14.8,3.38
2024-04-11,Saint George's,tuna,109.5,15.83
2024-04-11,Roseau,snapper,96.2,9.61
2024-04-11,Roseau,lobster,40.3,30.78
2024-04-11,Roseau,kingfish,38.8,12.07
2024-04-11,Roseau,mahi mahi,73.5,13.27
2024-04-11,Roseau,lionfish,8.1,5.85
2024-04-11,Roseau,tuna,147.8,13.73
2024-04-11,Saint John's,snapper,68.2,9.69
2024-04-11,Saint John's,lobster,42.4,30.27
2024-04-11,Saint John's,kingfish,57.5,10.94
2024-04-11,Saint John's,mahi mahi,67.8,12.35
2024-04-11,Saint John's,lionfish,11.9,5.96
2024-04-11,Saint John's,tuna,84.4,14.14
2024-04-12,Castries,snapper,103.4,9.54
2024-04-12,Castries,lobster,30.0,29.15
2024-04-12,Castries,kingfish,77.2,12.33
2024-04-12,Castries,mahi mahi,57.6,11.85
2024-04-12,Castries,lionfish,14.8,6.74
2024-04-12,Castries,tuna,116.7,13.93
2024-04-12,Soufriere,snapper,81.3,8.95
2024-04-12,Soufriere,lobster,45.4,31.22
2024-04-12,Soufriere,kingfish,52.3,11.16
2024-04-12,Soufriere,mahi mahi,87.0,13.31
2024-04-12,Soufriere,lionfish,14.4,5.13
2024-04-12,Soufriere,tuna,100.3,15.06
2024-04-12,Kingstown,snapper,57.2,9.87
2024-04-12,Kingstown,lobster,50.1,29.04
2024-04-12,Kingstown,kingfish,63.6,12.29
2024-04-12,Kingstown,mahi mahi,72.8,12.37
2024-04-12,Kingstown,lionfish,7.2,4.94
2024-04-12,Kingstown,tuna,117.6,14.05
2024-04-12,Saint George's,snapper,109.5,9.63
2024-04-12,Saint George's,lobster,37.6,29.02
2024-04-12,Saint George's,kingfish,68.7,12.27
2024-04-12,Saint George's,mahi mahi,65.8,9.91
2024-04-12,Saint George's,lionfish,13.2,4.34
2024-04-12,Saint George's,tuna,104.3,14.25
2024-04-12,Roseau,snapper,140.8,9.79
2024-04-12,Roseau,lobster,40.5,28.88
2024-04-12,Roseau,kingfish,59.8,10.81
2024-04-12,Roseau,mahi mahi,49.2,10.86
2024-04-12,Roseau,lionfish,16.3,6.67
2024-04-12,Roseau,tuna,106.9,12.35
2024-04-12,Saint John's,snapper,81.9,10.12
2024-04-12,Saint John's,lobster,44.4,29.53
2024-04-12,Saint John's,kingfish,52.1,10.69
2024-04-12,Saint John's,mahi mahi,76.3,14.31
2024-04-12,Saint John's,lionfish,12.7,5.93
2024-04-12,Saint John's,tuna,150.8,14.2
2024-04-13,Castries,snapper,107.6,11.15
2024-04-13,Castries,lobster,37.4,28.83
2024-04-13,Castries,kingfish,79.9,12.23
2024-04-13,Castries,mahi mahi,73.2,12.69
2024-04-13,Castries,lionfish,12.7,6.54
2024-04-13,Castries,tuna,136.2,15.84
2024-04-13,Soufriere,snapper,69.1,10.06
2024-04-13,Soufriere,lobster,30.1,31.0
2024-04-13,Soufriere,kingfish,59.8,11.16
2024-04-13,Soufriere,mahi mahi,52.2,11.16
2024-04-13,Soufriere,lionfish,13.8,6.76
2024-04-13,Soufriere,tuna,133.9,13.16
2024-04-13,Kingstown,snapper,126.4,9.16
2024-04-13,Kingstown,lobster,42.4,29.69
2024-04-13,Kingstown,kingfish,39.6,11.93
2024-04-13,Kingstown,mahi mahi,57.8,11.32
2024-04-13,Kingstown,lionfish,15.9,5.6
2024-04-13,Kingstown,tuna,95.0,14.06
2024-04-13,Saint George's,snapper,91.3,8.12
2024-04-13,Saint George's,lobster,39.4,32.18
2024-04-13,Saint George's,kingfish,81.8,10.93
2024-04-13,Saint George's,mahi mahi,59.5,12.39
2024-04-13,Saint George's,lionfish,16.5,6.33
2024-04-13,Saint George's,tuna,122.9,14.57
2024-04-13,Roseau,snapper,92.5,11.02
2024-04-13,Roseau,lobster,25.2,30.67
2024-04-13,Roseau,kingfish,57.8,11.31
2024-04-13,Roseau,mahi mahi,75.4,11.59
2024-04-13,Roseau,lionfish,13.3,6.27
2024-04-13,Roseau,tuna,137.0,13.71
2024-04-13,Saint John's,snapper,61.7,8.48
2024-04-13,Saint John's,lobster,39.0,29.8
2024-04-13,Saint John's,kingfish,35.5,9.03
2024-04-13,Saint John's,mahi mahi,85.1,12.4
2024-04-13,Saint John's,lionfish,12.4,6.55
2024-04-13,Saint John's,tuna,115.9,11.95
2024-04-14,Castries,snapper,112.6,8.6
2024-04-14,Castries,lobster,40.2,29.93
2024-04-14,Castries,kingfish,48.0,11.36
2024-04-14,Castries,mahi mahi,88.1,12.16
2024-04-14,Castries,lionfish,7.2,5.59
2024-04-14,Castries,tuna,125.0,14.47
2024-04-14,Soufriere,snapper,66.4,9.01
2024-04-14,Soufriere,lobster,36.5,31.09
2024-04-14,Soufriere,kingfish,55.6,11.19
2024-04-14,Soufriere,mahi mahi,78.4,9.94
2024-04-14,Soufriere,lionfish,16.8,7.3
2024-04-14,Soufriere,tuna,114.2,13.32
2024-04-14,Kingstown,snapper,93.7,10.05
2024-04-14,Kingstown,lobster,56.9,31.71
2024-04-14,Kingstown,kingfish,55.9,12.53
2024-04-14,Kingstown,mahi mahi,92.2,11.76
2024-04-14,Kingstown,lionfish,15.0,7.01
2024-04-14,Kingstown,tuna,96.9,15.46
2024-04-14,Saint George's,snapper,90.8,9.14
2024-04-14,Saint George's,lobster,35.5,29.36
2024-04-14,Saint George's,kingfish,59.2,12.13
2024-04-14,Saint George's,mahi mahi,82.2,13.51
2024-04-14,Saint George's,lionfish,11.1,5.93
2024-04-14,Saint George's,tuna,101.9,13.57
2024-04-14,Roseau,snapper,66.4,8.83
2024-04-14,Roseau,lobster,53.8,29.65
2024-04-14,Roseau,kingfish,64.7,12.37
2024-04-14,Roseau,mahi mahi,72.8,11.85
2024-04-14,Roseau,lionfish,18.1,7.03
2024-04-14,Roseau,tuna,113.9,12.75
2024-04-14,Saint John's,snapper,89.2,9.65
2024-04-14,Saint John's,lobster,38.6,30.06
2024-04-14,Saint John's,kingfish,72.0,10.84
2024-04-14,Saint John's,mahi mahi,77.5,11.88
2024-04-14,Saint John's,lionfish,15.3,5.22
2024-04-14,Saint John's,tuna,90.5,12.76
2024-04-15,Castries,snapper,102.2,11.17
2024-04-15,Castries,lobster,44.2,29.63
2024-04-15,Castries,kingfish,61.3,10.82
2024-04-15,Castries,mahi mahi,84.7,12.02
2024-04-15,Castries,lionfish,12.6,6.55
2024-04-15,Castries,tuna,101.2,15.11
2024-04-15,Soufriere,snapper,84.6,11.15
2024-04-15,Soufriere,lobster,48.4,29.18
2024-04-15,Soufriere,kingfish,52.0,11.04
2024-04-15,Soufriere,mahi mahi,66.0,13.43
2024-04-15,Soufriere,lionfish,10.9,7.44
2024-04-15,Soufriere,tuna,121.6,13.98
2024-04-15,Kingstown,snapper,48.7,9.62
2024-04-15,Kingstown,lobster,31.2,29.92
2024-04-15,Kingstown,kingfish,47.5,10.3
2024-04-15,Kingstown,mahi mahi,70.1,10.96
2024-04-15,Kingstown,lionfish,12.2,5.41
2024-04-15,Kingstown,tuna,110.4,12.88
2024-04-15,Saint George's,snapper,104.4,10.63
2024-04-15,Saint George's,lobster,43.2,30.52
2024-04-15,Saint George's,kingfish,69.3,11.45
2024-04-15,Saint George's,mahi mahi,54.1,14.14
2024-04-15,Saint George's,lionfish,10.2,3.9
2024-04-15,Saint George's,tuna,95.3,13.58
2024-04-15,Roseau,snapper,94.5,9.15
2024-04-15,Roseau,lobster,39.8,28.18
2024-04-15,Roseau,kingfish,68.3,10.38
2024-04-15,Roseau,mahi mahi,100.3,13.49
2024-04-15,Roseau,lionfish,13.9,6.97
2024-04-15,Roseau,tuna,119.3,11.63
2024-04-15,Saint John's,snapper,66.6,9.5
2024-04-15,Saint John's,lobster,37.2,30.93
2024-04-15,Saint John's,kingfish,74.3,10.19
2024-04-15,Saint John's,mahi mahi,67.0,10.48
2024-04-15,Saint John's,lionfish,11.2,7.25
2024-04-15,Saint John's,tuna,133.1,14.14
2024-04-16,Castries,snapper,83.4,10.41
2024-04-16,Castries,lobster,39.3,30.0
2024-04-16,Castries,kingfish,62.4,11.85
2024-04-16,Castries,mahi mahi,75.2,11.93
2024-04-16,Castries,lionfish,14.7,6.64
2024-04-16,Castries,tuna,111.0,14.11
2024-04-16,Soufriere,snapper,91.0,9.03
2024-04-16,Soufriere,lobster,44.2,31.09
2024-04-16,Soufriere,kingfish,72.2,9.61
2024-04-16,Soufriere,mahi mahi,77.4,10.1
2024-04-16,Soufriere,lionfish,13.7,5.52
2024-04-16,Soufriere,tuna,62.9,14.06
2024-04-16,Kingstown,snapper,88.3,10.69
2024-04-16,Kingstown,lobster,36.0,28.05
2024-04-16,Kingstown,kingfish,46.6,11.09
2024-04-16,Kingstown,mahi mahi,75.9,12.28
2024-04-16,Kingstown,lionfish,13.1,5.28
2024-04-16,Kingstown,tuna,89.8,13.57
2024-04-16,Saint George's,snapper,100.9,9.73
2024-04-16,Saint George's,lobster,33.2,30.72
2024-04-16,Saint George's,kingfish,54.9,10.52
2024-04-16,Saint George's,mahi mahi,78.0,11.61
2024-04-16,Saint George's,lionfish,12.5,6.04
2024-04-16,Saint George's,tuna,102.6,15.76
2024-04-16,Roseau,snapper,93.1,8.53
2024-04-16,Roseau,lobster,50.3,30.2
2024-04-16,Roseau,kingfish,34.0,12.42
2024-04-16,Roseau,mahi mahi,71.7,12.15
2024-04-16,Roseau,lionfish,9.2,6.36
2024-04-16,Roseau,tuna,95.3,13.02
2024-04-16,Saint John's,snapper,102.0,9.68
2024-04-16,Saint John's,lobster,42.9,30.02
2024-04-16,Saint John's,kingfish,61.8,10.58
2024-04-16,Saint John's,mahi mahi,72.0,12.06
2024-04-16,Saint John's,lionfish,14.2,5.82
2024-04-16,Saint John's,tuna,75.3,14.06
2024-04-17,Castries,snapper,82.0,8.87
2024-04-17,Castries,lobster,36.6,29.43
2024-04-17,Castries,kingfish,63.0,12.61
2024-04-17,Castries,mahi mahi,50.4,11.09
2024-04-17,Castries,lionfish,9.3,5.84
2024-04-17,Castries,tuna,169.2,13.93
2024-04-17,Soufriere,snapper,73.6,10.51
2024-04-17,Soufriere,lobster,33.8,29.82
2024-04-17,Soufriere,kingfish,56.3,12.07
2024-04-17,Soufriere,mahi mahi,88.7,11.74
2024-04-17,Soufriere,lionfish,11.8,5.96
2024-04-17,Soufriere,tuna,104.6,11.92
2024-04-17,Kingstown,snapper,86.5,8.33
2024-04-17,Kingstown,lobster,37.7,30.02
2024-04-17,Kingstown,kingfish,67.1,11.68
2024-04-17,Kingstown,mahi mahi,92.7,12.32
2024-04-17,Kingstown,lionfish,15.0,6.25
2024-04-17,Kingstown,tuna,106.9,15.17
2024-04-17,Saint George's,snapper,86.4,8.2
2024-04-17,Saint George's,lobster,31.9,28.95
2024-04-17,Saint George's,kingfish,63.4,10.84
2024-04-17,Saint George's,mahi mahi,91.3,13.16
2024-04-17,Saint George's,lionfish,10.3,7.27
2024-04-17,Saint George's,tuna,105.3,13.36
2024-04-17,Roseau,snapper,66.9,8.44
2024-04-17,Roseau,lobster,42.5,29.62
2024-04-17,Roseau,kingfish,58.7,11.27
2024-04-17,Roseau,mahi mahi,88.5,11.71
2024-04-17,Roseau,lionfish,12.4,6.18
2024-04-17,Roseau,tuna,87.1,13.35
2024-04-17,Saint John's,snapper,97.5,9.49
2024-04-17,Saint John's,lobster,43.9,32.06
2024-04-17,Saint John's,kingfish,65.3,12.14
2024-04-17,Saint John's,mahi mahi,54.9,12.92
2024-04-17,Saint John's,lionfish,11.7,6.41
2024-04-17,Saint John's,tuna,147.8,13.67
2024-04-18,Castries,snapper,70.4,9.72
2024-04-18,Castries,lobster,46.0,31.16
2024-04-18,Castries,kingfish,56.1,9.61
2024-04-18,Castries,mahi mahi,52.4,13.07
2024-04-18,Castries,lionfish,15.4,6.43
2024-04-18,Castries,tuna,162.8,15.21
2024-04-18,Soufriere,snapper,78.2,9.3
2024-04-18,Soufriere,lobster,39.7,30.24
2024-04-18,Soufriere,kingfish,39.4,12.54
2024-04-18,Soufriere,mahi mahi,72.4,10.81
2024-04-18,Soufriere,lionfish,13.6,5.76
2024-04-18,Soufriere,tuna,99.1,14.15
2024-04-18,Kingstown,snapper,87.2,9.33
2024-04-18,Kingstown,lobster,43.8,30.6
2024-04-18,Kingstown,kingfish,55.9,10.68
2024-04-18,Kingstown,mahi mahi,76.5,12.66
2024-04-18,Kingstown,lionfish,13.2,7.5
2024-04-18,Kingstown,tuna,139.2,15.46
2024-04-18,Saint George's,snapper,38.2,9.1
2024-04-18,Saint George's,lobster,49.9,29.01
2024-04-18,Saint George's,kingfish,55.5,9.96
2024-04-18,Saint George's,mahi mahi,64.6,11.24
2024-04-18,Saint George's,lionfish,14.8,4.5
2024-04-18,Saint George's,tuna,125.8,14.2
2024-04-18,Roseau,snapper,108.6,9.24
2024-04-18,Roseau,lobster,37.5,32.3
2024-04-18,Roseau,kingfish,54.1,8.35
2024-04-18,Roseau,mahi mahi,86.8,10.62
2024-04-18,Roseau,lionfish,16.0,8.75
2024-04-18,Roseau,tuna,113.2,12.9
