timestamp,site,ghi_w_m2,temperature_c,cloud_cover_pct
2025-03-08T09:00,Castries,490.1,28.55,38.9
2025-03-08T10:00,Kingston,735.1,30.21,9.4
2025-03-08T10:00,Bridgetown,576.2,29.62,45.8
2025-03-08T10:00,Castries,593.8,31.01,51.8
2025-03-08T11:00,Kingston,772.5,29.72,25.4
2025-03-08T11:00,Bridgetown,798.4,29.07,17.6
2025-03-08T11:00,Castries,646.5,30.23,54.8
2025-03-08T12:00,Kingston,625.5,30.41,62.1
2025-03-08T12:00,Bridgetown,739.7,29.99,39.7
2025-03-08T12:00,Castries,774.1,29.91,24.9
2025-03-08T13:00,Kingston,736.3,30.12,42.2
2025-03-08T13:00,Bridgetown,650.7,30.6,47.9
2025-03-08T13:00,Castries,727.1,28.5,37.8
2025-03-08T14:00,Kingston,762.8,29.55,5.0
2025-03-08T14:00,Bridgetown,733.9,30.8,15.3
2025-03-08T14:00,Castries,596.1,28.51,42.8
2025-03-08T15:00,Kingston,584.2,28.01,22.7
2025-03-08T15:00,Bridgetown,562.3,29.44,13.5
2025-03-08T15:00,Castries,510.6,29.67,42.8
2025-03-08T16:00,Kingston,381.3,28.17,24.1
2025-03-08T16:00,Bridgetown,341.7,27.89,36.4
2025-03-08T16:00,Castries,313.1,29.06,63.3
2025-03-08T17:00,Kingston,209.5,27.61,42.5
2025-03-08T17:00,Bridgetown,216.9,28.44,24.7
2025-03-08T17:00,Castries,167.7,27.27,54.2
2025-03-08T18:00,Kingston,3.0,26.91,31.3
2025-03-08T18:00,Bridgetown,8.4,26.37,25.2
2025-03-08T18:00,Castries,0,24.52,16.8
2025-03-09T06:00,Kingston,0,26.09,27.2
2025-03-09T06:00,Bridgetown,0,26.02,25.0
2025-03-09T06:00,Castries,23.5,26.13,26.4
2025-03-09T07:00,Kingston,183.8,25.47,40.8
2025-03-09T07:00,Bridgetown,162.0,26.38,41.4
2025-03-09T07:00,Castries,204.2,26.81,34.5
2025-03-09T08:00,Kingston,426.1,28.36,29.4
2025-03-09T08:00,Bridgetown,354.7,26.95,46.7
2025-03-09T08:00,Castries,353.8,27.1,43.4
2025-03-09T09:00,Kingston,534.5,29.71,27.6
2025-03-09T09:00,Bridgetown,642.9,29.63,9.7
2025-03-09T09:00,Castries,473.7,28.79,42.4
2025-03-09T10:00,Kingston,636.9,29.84,40.0
2025-03-09T10:00,Bridgetown,659.7,30.0,33.5
2025-03-09T10:00,Castries,716.4,28.85,18.6
2025-03-09T11:00,Kingston,746.9,28.97,34.1
2025-03-09T11:00,Bridgetown,681.4,29.56,31.4
2025-03-09T11:00,Castries,550.6,29.79,64.1
2025-03-09T12:00,Kingston,656.3,29.24,51.7
2025-03-09T12:00,Bridgetown,746.1,30.78,31.4
2025-03-09T12:00,Castries,744.4,30.43,35.9
2025-03-09T13:00,Kingston,707.1,30.07,30.2
2025-03-09T13:00,Bridgetown,666.7,30.37,48.5
2025-03-09T13:00,Castries,677.4,30.51,43.2
2025-03-09T14:00,Kingston,639.5,29.54,46.2
2025-03-09T14:00,Bridgetown,756.8,29.71,5.0
2025-03-09T14:00,Castries,684.9,28.21,17.7
2025-03-09T15:00,Kingston,514.2,29.58,37.5
2025-03-09T15:00,Bridgetown,664.2,29.88,7.2
2025-03-09T15:00,Castries,493.4,29.05,49.5
2025-03-09T16:00,Kingston,403.1,29.04,22.5
2025-03-09T16:00,Bridgetown,390.5,28.37,25.1
2025-03-09T16:00,Castries,405.6,28.41,18.1
2025-03-09T17:00,Kingston,227.5,27.43,30.1
2025-03-09T17:00,Bridgetown,201.4,26.74,25.0
2025-03-09T17:00,Castries,157.6,26.83,53.7
2025-03-09T18:00,Kingston,0,25.77,22.1
2025-03-09T18:00,Bridgetown,0,27.27,32.1
2025-03-09T18:00,Castries,14.9,27.99,45.0
2025-03-10T06:00,Kingston,52.9,25.99,32.4
2025-03-10T06:00,Bridgetown,0,25.49,44.8
2025-03-10T06:00,Castries,0,26.05,5.0
2025-03-10T07:00,Kingston,189.4,27.16,11.8
2025-03-10T07:00,Bridgetown,194.9,27.31,36.3
2025-03-10T07:00,Castries,239.7,27.28,31.8
2025-03-10T08:00,Kingston,329.2,28.16,33.1
2025-03-10T08:00,Bridgetown,431.3,27.67,18.9
2025-03-10T08:00,Castries,393.6,28.65,12.2
2025-03-10T09:00,Kingston,577.8,27.93,30.6
2025-03-10T09:00,Bridgetown,500.8,28.14,48.1
2025-03-10T09:00,Castries,547.4,28.29,35.1
2025-03-10T10:00,Kingston,682.5,30.58,27.8
2025-03-10T10:00,Bridgetown,670.8,29.47,24.9
2025-03-10T10:00,Castries,607.8,30.24,42.3
2025-03-10T11:00,Kingston,672.8,29.81,51.6
2025-03-10T11:00,Bridgetown,646.9,30.22,55.5
2025-03-10T11:00,Castries,709.3,29.12,38.1
2025-03-10T12:00,Kingston,716.6,29.96,32.8
2025-03-10T12:00,Bridgetown,719.4,30.59,43.4
2025-03-10T12:00,Castries,707.2,29.71,47.2
2025-03-10T13:00,Kingston,599.2,29.81,54.6
2025-03-10T13:00,Bridgetown,721.7,30.39,36.0
2025-03-10T13:00,Castries,593.1,30.77,52.6
2025-03-10T14:00,Kingston,797.4,29.26,5.3
2025-03-10T14:00,Bridgetown,705.5,28.64,21.2
2025-03-10T14:00,Castries,640.8,29.63,33.8
2025-03-10T15:00,Kingston,585.2,28.54,5.3
2025-03-10T15:00,Bridgetown,585.9,30.08,26.9
2025-03-10T15:00,Castries,526.0,27.95,38.7
2025-03-10T16:00,Kingston,360.4,28.38,17.8
2025-03-10T16:00,Bridgetown,344.2,27.57,60.8
2025-03-10T16:00,Castries,344.3,28.53,40.3
2025-03-10T17:00,Kingston,192.8,27.43,21.3
2025-03-10T17:00,Bridgetown,265.8,27.57,20.0
2025-03-10T17:00,Castries,224.2,26.68,8.9
2025-03-10T18:00,Kingston,0,25.5,44.3
2025-03-10T18:00,Bridgetown,8.0,27.53,64.1
2025-03-10T18:00,Castries,0,26.34,22.0
2025-03-11T06:00,Kingston,0,25.74,38.6
2025-03-11T06:00,Bridgetown,32.9,25.03,42.3
2025-03-11T06:00,Castries,7.1,26.03,48.4
2025-03-11T07:00,Kingston,218.1,27.02,47.8
2025-03-11T07:00,Bridgetown,205.4,27.06,49.8
2025-03-11T07:00,Castries,243.3,27.06,24.0
2025-03-11T08:00,Kingston,334.2,28.03,48.4
2025-03-11T08:00,Bridgetown,259.0,28.45,62.5
2025-03-11T08:00,Castries,362.7,27.33,31.5
2025-03-11T09:00,Kingston,578.6,28.89,22.4
2025-03-11T09:00,Bridgetown,454.4,29.49,60.5
2025-03-11T09:00,Castries,507.4,29.55,39.1
2025-03-11T10:00,Kingston,593.7,29.26,46.7
2025-03-11T10:00,Bridgetown,665.6,29.95,23.7
2025-03-11T10:00,Castries,648.8,29.18,47.4
2025-03-11T11:00,Kingston,705.0,30.1,36.9
2025-03-11T11:00,Bridgetown,689.0,30.33,41.4
2025-03-11T11:00,Castries,744.7,30.95,31.8
2025-03-11T12:00,Kingston,819.7,29.96,17.7
2025-03-11T12:00,Bridgetown,827.5,29.44,24.2
2025-03-11T12:00,Castries,767.4,30.14,29.8
2025-03-11T13:00,Kingston,697.8,29.68,34.8
2025-03-11T13:00,Bridgetown,744.1,30.07,26.9
2025-03-11T13:00,Castries,580.5,29.5,68.2
2025-03-11T14:00,Kingston,707.1,29.09,12.3
2025-03-11T14:00,Bridgetown,743.7,29.7,5.0
2025-03-11T14:00,Castries,534.3,30.64,63.5
2025-03-11T15:00,Kingston,521.9,30.44,42.4
2025-03-11T15:00,Bridgetown,509.6,29.2,33.1
2025-03-11T15:00,Castries,486.3,27.88,32.5
2025-03-11T16:00,Kingston,418.2,28.84,23.7
2025-03-11T16:00,Bridgetown,440.8,28.36,7.9
2025-03-11T16:00,Castries,322.2,28.2,66.9
2025-03-11T17:00,Kingston,119.0,27.14,53.9
2025-03-11T17:00,Bridgetown,165.6,27.72,70.3
2025-03-11T17:00,Castries,190.0,27.76,22.7
2025-03-11T18:00,Kingston,0,26.24,26.3
2025-03-11T18:00,Bridgetown,0,26.87,26.9
2025-03-11T18:00,Castries,28.9,25.7,5.0
2025-03-12T06:00,Kingston,21.8,26.11,24.7
2025-03-12T06:00,Bridgetown,0,26.13,31.5
2025-03-12T06:00,Castries,0,25.25,51.5
2025-03-12T07:00,Kingston,166.0,29.42,49.7
2025-03-12T07:00,Bridgetown,224.7,27.5,18.0
2025-03-12T07:00,Castries,212.2,28.53,35.0
2025-03-12T08:00,Kingston,261.8,28.34,72.3
2025-03-12T08:00,Bridgetown,320.8,27.21,35.6
2025-03-12T08:00,Castries,322.4,28.6,59.6
2025-03-12T09:00,Kingston,565.1,28.98,24.6
2025-03-12T09:00,Bridgetown,453.3,29.25,52.0
2025-03-12T09:00,Castries,546.4,28.85,37.9
2025-03-12T10:00,Kingston,478.7,28.25,72.1
2025-03-12T10:00,Bridgetown,716.2,29.68,17.5
2025-03-12T10:00,Castries,622.4,28.66,42.9
2025-03-12T11:00,Kingston,664.7,28.62,45.1
2025-03-12T11:00,Bridgetown,707.2,30.61,46.9
2025-03-12T11:00,Castries,722.4,30.15,37.0
2025-03-12T12:00,Kingston,771.0,30.9,28.2
2025-03-12T12:00,Bridgetown,692.4,29.1,52.9
2025-03-12T12:00,Castries,779.4,31.06,25.8
2025-03-12T13:00,Kingston,749.7,29.93,25.3
2025-03-12T13:00,Bridgetown,669.9,30.4,50.9
2025-03-12T13:00,Castries,782.5,29.32,30.4
2025-03-12T14:00,Kingston,528.5,29.16,66.0
2025-03-12T14:00,Bridgetown,658.2,29.17,35.8
2025-03-12T14:00,Castries,596.2,30.05,42.7
2025-03-12T15:00,Kingston,536.9,28.23,28.0
2025-03-12T15:00,Bridgetown,603.4,28.22,17.3
2025-03-12T15:00,Castries,549.4,29.19,24.7
2025-03-12T16:00,Kingston,390.4,27.75,15.7
2025-03-12T16:00,Bridgetown,374.2,27.8,18.4
2025-03-12T16:00,Castries,347.4,28.45,38.5
2025-03-12T17:00,Kingston,216.6,27.59,22.2
2025-03-12T17:00,Bridgetown,217.3,26.54,5.0
2025-03-12T17:00,Castries,196.0,27.09,55.3
2025-03-12T18:00,Kingston,0,25.67,20.4
2025-03-12T18:00,Bridgetown,0,25.14,36.5
2025-03-12T18:00,Castries,0,26.32,32.4
2025-03-13T06:00,Kingston,0,26.64,44.0
2025-03-13T06:00,Bridgetown,21.5,25.91,34.6
2025-03-13T06:00,Castries,0,25.41,5.0
2025-03-13T07:00,Kingston,215.1,27.23,21.7
2025-03-13T07:00,Bridgetown,217.4,26.86,21.0
2025-03-13T07:00,Castries,222.9,27.48,26.4
2025-03-13T08:00,Kingston,326.3,27.48,53.3
2025-03-13T08:00,Bridgetown,404.0,29.13,20.3
2025-03-13T08:00,Castries,350.7,27.32,53.6
2025-03-13T09:00,Kingston,627.9,28.79,14.4
2025-03-13T09:00,Bridgetown,556.5,28.17,23.8
2025-03-13T09:00,Castries,536.0,28.23,39.8
2025-03-13T10:00,Kingston,701.6,29.62,15.7
2025-03-13T10:00,Bridgetown,643.7,28.48,33.6
2025-03-13T10:00,Castries,603.8,30.13,31.8
2025-03-13T11:00,Kingston,713.0,30.39,45.0
2025-03-13T11:00,Bridgetown,675.3,29.18,43.2
2025-03-13T11:00,Castries,788.6,28.99,19.1
2025-03-13T12:00,Kingston,808.2,30.27,22.8
2025-03-13T12:00,Bridgetown,624.9,30.4,59.4
2025-03-13T12:00,Castries,781.2,28.65,36.2
2025-03-13T13:00,Kingston,634.8,30.66,56.2
2025-03-13T13:00,Bridgetown,770.8,30.13,27.1
2025-03-13T13:00,Castries,679.1,29.99,39.5
2025-03-13T14:00,Kingston,667.8,30.25,29.6
2025-03-13T14:00,Bridgetown,573.7,29.42,53.1
2025-03-13T14:00,Castries,792.5,29.04,5.0
2025-03-13T15:00,Kingston,510.1,27.88,25.5
2025-03-13T15:00,Bridgetown,515.8,28.99,33.6
2025-03-13T15:00,Castries,461.1,29.07,61.1
2025-03-13T16:00,Kingston,393.8,28.23,15.2
2025-03-13T16:00,Bridgetown,434.5,27.9,20.6
2025-03-13T16:00,Castries,356.0,27.71,52.4
2025-03-13T17:00,Kingston,252.8,27.63,8.8
2025-03-13T17:00,Bridgetown,215.0,26.91,12.1
2025-03-13T17:00,Castries,184.9,27.13,39.8
2025-03-13T18:00,Kingston,0,25.25,43.9
2025-03-13T18:00,Bridgetown,0,26.45,40.9
2025-03-13T18:00,Castries,42.8,26.7,35.3
2025-03-14T06:00,Kingston,0,26.27,58.5
2025-03-14T06:00,Bridgetown,2.7,23.56,13.1
2025-03-14T06:00,Castries,0,26.36,10.6
2025-03-14T07:00,Kingston,126.7,27.13,45.0
2025-03-14T07:00,Bridgetown,184.3,27.45,44.5
2025-03-14T07:00,Castries,190.5,27.06,48.7
2025-03-14T08:00,Kingston,395.0,28.39,38.5
2025-03-14T08:00,Bridgetown,392.2,28.22,25.5
2025-03-14T08:00,Castries,360.9,27.14,37.2
2025-03-14T09:00,Kingston,520.8,29.48,42.3
2025-03-14T09:00,Bridgetown,502.8,28.6,53.1
2025-03-14T09:00,Castries,499.5,27.96,32.8
2025-03-14T10:00,Kingston,525.7,28.34,66.3
2025-03-14T10:00,Bridgetown,714.4,29.73,22.2
2025-03-14T10:00,Castries,662.2,29.15,27.8
2025-03-14T11:00,Kingston,771.8,29.42,30.9
2025-03-14T11:00,Bridgetown,712.5,29.71,40.2
2025-03-14T11:00,Castries,580.6,30.55,67.6
2025-03-14T12:00,Kingston,893.7,29.86,9.4
2025-03-14T12:00,Bridgetown,762.1,30.1,34.4
2025-03-14T12:00,Castries,797.5,28.78,18.0
2025-03-14T13:00,Kingston,737.3,29.22,21.0
2025-03-14T13:00,Bridgetown,665.6,30.09,42.8
2025-03-14T13:00,Castries,596.7,30.02,64.4
2025-03-14T14:00,Kingston,712.4,29.04,17.7
2025-03-14T14:00,Bridgetown,604.7,30.19,40.9
2025-03-14T14:00,Castries,606.9,28.18,50.9
2025-03-14T15:00,Kingston,512.9,27.86,43.5
2025-03-14T15:00,Bridgetown,521.4,28.98,38.2
2025-03-14T15:00,Castries,527.5,28.45,28.8
2025-03-14T16:00,Kingston,333.4,27.77,45.5
2025-03-14T16:00,Bridgetown,357.5,27.84,49.9
2025-03-14T16:00,Castries,391.3,27.9,48.4
2025-03-14T17:00,Kingston,191.4,27.0,29.0
2025-03-14T17:00,Bridgetown,246.5,26.95,19.6
2025-03-14T17:00,Castries,219.2,27.46,42.8
2025-03-14T18:00,Kingston,0,25.46,39.0
2025-03-14T18:00,Bridgetown,10.7,26.95,18.4
2025-03-14T18:00,Castries,0,25.27,28.1
2025-03-15T06:00,Kingston,17.0,25.03,54.1
2025-03-15T06:00,Bridgetown,0,25.82,11.3
2025-03-15T06:00,Castries,26.1,26.63,29.6
2025-03-15T07:00,Kingston,172.8,26.66,60.8
2025-03-15T07:00,Bridgetown,192.3,25.94,48.2
2025-03-15T07:00,Castries,201.7,27.52,32.5
2025-03-15T08:00,Kingston,324.1,27.92,46.1
2025-03-15T08:00,Bridgetown,312.8,27.02,44.4
2025-03-15T08:00,Castries,334.1,28.45,38.3
2025-03-15T09:00,Kingston,515.2,28.71,35.3
2025-03-15T09:00,Bridgetown,502.5,29.29,57.0
2025-03-15T09:00,Castries,505.0,30.18,46.6
2025-03-15T10:00,Kingston,570.0,29.59,46.9
2025-03-15T10:00,Bridgetown,637.7,29.39,27.2
2025-03-15T10:00,Castries,685.8,29.4,33.6
2025-03-15T11:00,Kingston,732.6,29.93,31.8
2025-03-15T11:00,Bridgetown,639.7,29.33,53.6
2025-03-15T11:00,Castries,749.6,30.13,26.6
2025-03-15T12:00,Kingston,850.6,30.17,9.0
2025-03-15T12:00,Bridgetown,788.6,29.65,31.7
2025-03-15T12:00,Castries,791.3,30.35,27.6
2025-03-15T13:00,Kingston,697.3,30.15,36.6
2025-03-15T13:00,Bridgetown,645.1,29.68,45.1
2025-03-15T13:00,Castries,739.5,29.74,33.3
2025-03-15T14:00,Kingston,705.0,29.62,14.9
2025-03-15T14:00,Bridgetown,677.6,30.31,26.4
2025-03-15T14:00,Castries,679.6,29.49,28.7
2025-03-15T15:00,Kingston,540.6,28.56,40.1
2025-03-15T15:00,Bridgetown,493.7,30.4,32.5
2025-03-15T15:00,Castries,463.2,29.23,42.4
2025-03-15T16:00,Kingston,325.9,28.34,32.9
2025-03-15T16:00,Bridgetown,391.8,27.73,28.0
2025-03-15T16:00,Castries,392.0,28.78,33.4
2025-03-15T17:00,Kingston,186.0,26.77,26.9
2025-03-15T17:00,Bridgetown,210.7,27.93,32.2
2025-03-15T17:00,Castries,190.1,27.67,5.0
2025-03-15T18:00,Kingston,44.1,25.8,44.7
2025-03-15T18:00,Bridgetown,0,26.77,45.9
2025-03-15T18:00,Castries,0,25.53,43.5
2025-03-16T06:00,Kingston,1.4,26.99,24.2
2025-03-16T06:00,Bridgetown,24.4,25.72,32.7
2025-03-16T06:00,Castries,0,25.76,52.1
2025-03-16T07:00,Kingston,185.8,26.07,44.0
2025-03-16T07:00,Bridgetown,171.7,26.49,46.7
2025-03-16T07:00,Castries,181.0,26.94,46.9
2025-03-16T08:00,Kingston,358.9,28.66,44.7
2025-03-16T08:00,Bridgetown,317.6,27.82,55.3
2025-03-16T08:00,Castries,304.0,27.08,45.9
2025-03-16T09:00,Kingston,546.0,28.45,18.3
2025-03-16T09:00,Bridgetown,551.3,28.93,21.7
2025-03-16T09:00,Castries,546.8,28.22,39.9
2025-03-16T10:00,Kingston,648.2,30.09,33.0
2025-03-16T10:00,Bridgetown,679.3,29.71,35.2
2025-03-16T10:00,Castries,583.8,29.53,45.2
2025-03-16T11:00,Kingston,755.5,31.05,26.3
2025-03-16T11:00,Bridgetown,724.9,29.75,31.7
2025-03-16T11:00,Castries,767.5,28.6,38.7
2025-03-16T12:00,Kingston,799.6,31.61,24.6
2025-03-16T12:00,Bridgetown,674.9,29.25,53.6
2025-03-16T12:00,Castries,710.4,30.07,45.1
2025-03-16T13:00,Kingston,609.9,29.26,55.5
2025-03-16T13:00,Bridgetown,678.7,29.89,45.3
2025-03-16T13:00,Castries,642.0,30.44,53.5
2025-03-16T14:00,Kingston,637.4,28.63,27.2
2025-03-16T14:00,Bridgetown,678.9,29.95,29.5
2025-03-16T14:00,Castries,682.0,29.92,28.6
2025-03-16T15:00,Kingston,501.6,28.15,39.2
2025-03-16T15:00,Bridgetown,447.6,28.96,51.7
2025-03-16T15:00,Castries,551.9,29.4,36.3
2025-03-16T16:00,Kingston,417.5,27.54,8.1
2025-03-16T16:00,Bridgetown,409.0,28.6,27.6
2025-03-16T16:00,Castries,325.3,28.01,29.1
2025-03-16T17:00,Kingston,167.6,27.19,37.5
2025-03-16T17:00,Bridgetown,133.1,28.02,53.4
2025-03-16T17:00,Castries,182.8,27.8,21.5
2025-03-16T18:00,Kingston,0,27.03,27.8
2025-03-16T18:00,Bridgetown,0,24.39,39.7
2025-03-16T18:00,Castries,13.4,27.08,24.1
2025-03-17T06:00,Kingston,0,24.89,47.2
2025-03-17T06:00,Bridgetown,19.5,25.58,14.1
2025-03-17T06:00,Castries,39.3,25.46,44.5
2025-03-17T07:00,Kingston,186.8,26.67,34.0
2025-03-17T07:00,Bridgetown,238.3,27.12,20.1
2025-03-17T07:00,Castries,206.2,27.27,36.3
2025-03-17T08:00,Kingston,388.7,29.93,32.5
2025-03-17T08:00,Bridgetown,414.7,26.52,24.1
2025-03-17T08:00,Castries,362.4,27.72,47.8
2025-03-17T09:00,Kingston,575.9,29.25,20.8
2025-03-17T09:00,Bridgetown,606.4,29.42,20.2
2025-03-17T09:00,Castries,519.9,28.21,38.5
2025-03-17T10:00,Kingston,746.6,30.16,5.0
2025-03-17T10:00,Bridgetown,593.0,28.4,41.5
2025-03-17T10:00,Castries,707.9,29.62,14.8
2025-03-17T11:00,Kingston,619.5,30.81,56.7
2025-03-17T11:00,Bridgetown,806.8,30.64,12.4
2025-03-17T11:00,Castries,617.3,29.29,49.6
2025-03-17T12:00,Kingston,695.3,29.25,40.9
2025-03-17T12:00,Bridgetown,704.6,30.87,39.7
2025-03-17T12:00,Castries,731.4,30.28,43.2
2025-03-17T13:00,Kingston,695.1,29.88,34.8
2025-03-17T13:00,Bridgetown,745.2,29.16,17.2
2025-03-17T13:00,Castries,833.7,31.19,5.0
2025-03-17T14:00,Kingston,639.2,28.62,36.4
2025-03-17T14:00,Bridgetown,619.0,29.57,35.4
2025-03-17T14:00,Castries,692.7,29.03,26.2
2025-03-17T15:00,Kingston,527.6,29.04,20.8
2025-03-17T15:00,Bridgetown,452.9,29.68,47.3
2025-03-17T15:00,Castries,634.8,28.68,13.2
2025-03-17T16:00,Kingston,310.9,28.14,53.8
2025-03-17T16:00,Bridgetown,369.8,28.06,38.6
2025-03-17T16:00,Castries,414.5,27.02,16.7
2025-03-17T17:00,Kingston,178.1,27.29,45.9
2025-03-17T17:00,Bridgetown,198.6,26.52,41.0
2025-03-17T17:00,Castries,221.3,28.43,27.1
2025-03-17T18:00,Kingston,0,26.79,15.3
2025-03-17T18:00,Bridgetown,27.3,28.54,43.4
2025-03-17T18:00,Castries,0,26.86,37.7
2025-03-18T06:00,Kingston,0,26.31,7.2
2025-03-18T06:00,Bridgetown,26.4,27.28,51.2
2025-03-18T06:00,Castries,0,25.41,37.0
2025-03-18T07:00,Kingston,203.6,27.58,25.9
2025-03-18T07:00,Bridgetown,199.2,27.08,43.6
2025-03-18T07:00,Castries,173.8,26.72,24.6
2025-03-18T08:00,Kingston,412.7,27.78,13.6
2025-03-18T08:00,Bridgetown,396.1,28.55,33.7
2025-03-18T08:00,Castries,362.4,28.24,27.7
2025-03-18T09:00,Kingston,520.1,28.64,19.8
2025-03-18T09:00,Bridgetown,496.9,28.47,43.0
2025-03-18T09:00,Castries,462.2,28.83,68.6
2025-03-18T10:00,Kingston,641.3,30.98,35.0
2025-03-18T10:00,Bridgetown,595.0,29.77,41.3
2025-03-18T10:00,Castries,661.6,29.61,26.0
2025-03-18T11:00,Kingston,564.3,29.63,63.3
2025-03-18T11:00,Bridgetown,603.1,29.43,57.7
2025-03-18T11:00,Castries,738.5,29.96,30.6
2025-03-18T12:00,Kingston,792.3,30.3,19.0
2025-03-18T12:00,Bridgetown,804.4,30.1,20.3
2025-03-18T12:00,Castries,806.5,30.65,21.0
2025-03-18T13:00,Kingston,638.8,28.7,49.4
2025-03-18T13:00,Bridgetown,683.5,29.17,42.3
2025-03-18T13:00,Castries,678.8,29.31,42.1
2025-03-18T14:00,Kingston,640.1,30.28,38.8
2025-03-18T14:00,Bridgetown,605.6,30.25,45.6
2025-03-18T14:00,Castries,635.4,29.64,35.1
2025-03-18T15:00,Kingston,457.8,27.61,53.4
2025-03-18T15:00,Bridgetown,532.6,29.03,34.8
2025-03-18T15:00,Castries,522.9,28.64,32.7
2025-03-18T16:00,Kingston,335.7,28.44,33.1
2025-03-18T16:00,Bridgetown,313.8,27.34,42.8
2025-03-18T16:00,Castries,419.5,28.77,28.4
2025-03-18T17:00,Kingston,182.8,25.99,23.3
2025-03-18T17:00,Bridgetown,151.1,27.17,71.7
2025-03-18T17:00,Castries,205.5,27.58,42.1
2025-03-18T18:00,Kingston,4.5,24.91,11.7
2025-03-18T18:00,Bridgetown,0,25.16,41.5
2025-03-18T18:00,Castries,52.2,26.83,54.7
2025-03-19T06:00,Kingston,0,25.75,39.2
2025-03-19T06:00,Bridgetown,0,26.55,57.0
2025-03-19T06:00,Castries,13.7,26.44,19.6
2025-03-19T07:00,Kingston,230.2,26.79,28.5
2025-03-19T07:00,Bridgetown,248.6,27.25,37.8
2025-03-19T07:00,Castries,163.6,27.19,69.9
2025-03-19T08:00,Kingston,434.8,27.63,37.3
2025-03-19T08:00,Bridgetown,364.1,27.59,45.4
2025-03-19T08:00,Castries,383.3,28.38,22.5
2025-03-19T09:00,Kingston,463.7,28.43,47.0
2025-03-19T09:00,Bridgetown,475.5,27.69,47.8
2025-03-19T09:00,Castries,513.0,29.28,24.5
2025-03-19T10:00,Kingston,708.7,28.52,16.1
2025-03-19T10:00,Bridgetown,652.7,29.22,35.7
2025-03-19T10:00,Castries,646.6,29.94,22.8
2025-03-19T11:00,Kingston,644.8,30.79,53.3
2025-03-19T11:00,Bridgetown,845.6,30.49,13.2
2025-03-19T11:00,Castries,827.7,28.97,13.1
2025-03-19T12:00,Kingston,832.2,30.69,18.1
2025-03-19T12:00,Bridgetown,757.9,29.59,29.5
2025-03-19T12:00,Castries,792.5,31.3,20.8
2025-03-19T13:00,Kingston,721.3,30.27,39.2
2025-03-19T13:00,Bridgetown,725.0,30.59,26.1
2025-03-19T13:00,Castries,708.8,30.3,36.9
2025-03-19T14:00,Kingston,722.7,30.2,20.1
2025-03-19T14:00,Bridgetown,579.0,29.04,39.5
2025-03-19T14:00,Castries,586.9,30.12,43.2
2025-03-19T15:00,Kingston,568.4,27.04,13.8
2025-03-19T15:00,Bridgetown,507.4,28.63,45.4
2025-03-19T15:00,Castries,472.7,30.21,32.7
2025-03-19T16:00,Kingston,307.2,28.34,61.2
2025-03-19T16:00,Bridgetown,344.1,28.65,34.5
2025-03-19T16:00,Castries,384.2,28.86,35.3
2025-03-19T17:00,Kingston,138.7,27.73,49.6
2025-03-19T17:00,Bridgetown,198.8,26.94,50.3
2025-03-19T17:00,Castries,203.0,26.8,21.7
2025-03-19T18:00,Kingston,0,26.96,39.4
2025-03-19T18:00,Bridgetown,41.4,25.67,33.6
2025-03-19T18:00,Castries,38.7,26.19,63.8
2025-03-20T06:00,Kingston,13.1,27.3,8.7
2025-03-20T06:00,Bridgetown,17.1,27.06,23.1
2025-03-20T06:00,Castries,5.7,26.11,26.0
2025-03-20T07:00,Kingston,178.7,26.61,46.8
2025-03-20T07:00,Bridgetown,142.3,27.38,68.0
2025-03-20T07:00,Castries,231.0,26.34,45.0
2025-03-20T08:00,Kingston,340.8,27.69,55.1
2025-03-20T08:00,Bridgetown,301.4,27.64,63.6
2025-03-20T08:00,Castries,386.7,28.55,19.7
2025-03-20T09:00,Kingston,525.7,28.0,27.2
2025-03-20T09:00,Bridgetown,472.8,29.18,36.7
2025-03-20T09:00,Castries,566.0,29.72,24.1
2025-03-20T10:00,Kingston,692.8,29.15,20.2
2025-03-20T10:00,Bridgetown,562.2,30.43,47.3
2025-03-20T10:00,Castries,690.5,29.13,35.6
2025-03-20T11:00,Kingston,788.3,30.24,30.9
2025-03-20T11:00,Bridgetown,895.2,29.73,5.0
2025-03-20T11:00,Castries,770.8,30.28,21.1
2025-03-20T12:00,Kingston,736.6,29.31,40.5
2025-03-20T12:00,Bridgetown,841.9,29.75,16.4
2025-03-20T12:00,Castries,590.4,31.01,60.0
2025-03-20T13:00,Kingston,688.5,30.7,40.1
2025-03-20T13:00,Bridgetown,579.8,29.26,60.5
2025-03-20T13:00,Castries,565.4,29.02,62.2
2025-03-20T14:00,Kingston,697.1,29.15,30.1
2025-03-20T14:00,Bridgetown,581.2,29.46,47.5
2025-03-20T14:00,Castries,739.5,29.07,27.4
2025-03-20T15:00,Kingston,587.6,30.55,26.6
2025-03-20T15:00,Bridgetown,434.9,28.58,57.7
2025-03-20T15:00,Castries,510.3,28.97,30.0
2025-03-20T16:00,Kingston,362.1,27.61,36.5
2025-03-20T16:00,Bridgetown,387.1,28.01,33.2
2025-03-20T16:00,Castries,408.5,28.23,24.0
2025-03-20T17:00,Kingston,169.1,27.63,36.1
2025-03-20T17:00,Bridgetown,186.9,27.61,53.0
2025-03-20T17:00,Castries,189.0,26.8,47.8
2025-03-20T18:00,Kingston,10.6,25.07,26.0
2025-03-20T18:00,Bridgetown,0,26.16,20.8
